"mturk_worker_id","template_name","nanotask_id","id","value","time_created","name","ticket_id"
"A243X2Y9HP7630","pre_survey","2959","31795","4","2019-04-06 15:41:29.114831","worker_years","18337"
"A243X2Y9HP7630","pre_survey","2959","31799","5","2019-04-06 15:41:29.165287","worker_hours","18337"
"A2CAVHHY7X7YBP","pre_survey","2959","24309","no","2019-04-06 15:36:42.931157","dur_pref","18338"
"A2CAVHHY7X7YBP","pre_survey","2959","24310",,"2019-04-06 15:36:42.997458","dur_start_min","18338"
"A2CAVHHY7X7YBP","pre_survey","2959","24311",,"2019-04-06 15:36:43.030307","dur_start_sec","18338"
"A2CAVHHY7X7YBP","pre_survey","2959","24312",,"2019-04-06 15:36:43.063744","dur_end_min","18338"
"A2CAVHHY7X7YBP","pre_survey","2959","24313",,"2019-04-06 15:36:43.101254","dur_end_sec","18338"
"A2CAVHHY7X7YBP","pre_survey","2959","24314","1","2019-04-06 15:36:43.131754","worker_years","18338"
"A2CAVHHY7X7YBP","pre_survey","2959","24315","9","2019-04-06 15:36:43.164130","worker_hours","18338"
"A2526X03E9SRLI","pre_survey","2959","41640","no","2019-04-06 16:02:27.984758","dur_pref","18339"
"A2526X03E9SRLI","pre_survey","2959","41641","0","2019-04-06 16:02:28.050246","dur_start_min","18339"
"A2526X03E9SRLI","pre_survey","2959","41642",,"2019-04-06 16:02:28.083624","dur_start_sec","18339"
"A2526X03E9SRLI","pre_survey","2959","41643",,"2019-04-06 16:02:28.116924","dur_end_min","18339"
"A2526X03E9SRLI","pre_survey","2959","41644",,"2019-04-06 16:02:28.150519","dur_end_sec","18339"
"A2526X03E9SRLI","pre_survey","2959","41645","2","2019-04-06 16:02:28.183993","worker_years","18339"
"A2526X03E9SRLI","pre_survey","2959","41646","4","2019-04-06 16:02:28.221776","worker_hours","18339"
"A6IP0HCC1ZZRX","pre_survey","2959","34013","yes","2019-04-06 15:43:35.848840","dur_pref","18340"
"A6IP0HCC1ZZRX","pre_survey","2959","34014","5","2019-04-06 15:43:35.881598","dur_start_min","18340"
"A6IP0HCC1ZZRX","pre_survey","2959","34015","00","2019-04-06 15:43:35.923371","dur_start_sec","18340"
"A6IP0HCC1ZZRX","pre_survey","2959","34016","8","2019-04-06 15:43:35.973605","dur_end_min","18340"
"A6IP0HCC1ZZRX","pre_survey","2959","34017","00","2019-04-06 15:43:36.006960","dur_end_sec","18340"
"A6IP0HCC1ZZRX","pre_survey","2959","34018","2","2019-04-06 15:43:36.040843","worker_years","18340"
"A6IP0HCC1ZZRX","pre_survey","2959","34019","7","2019-04-06 15:43:36.073868","worker_hours","18340"
"ALKZHTCBNPMD7","pre_survey","2959","37321","yes","2019-04-06 15:49:18.582624","dur_pref","18341"
"ALKZHTCBNPMD7","pre_survey","2959","37322","15","2019-04-06 15:49:18.616026","dur_start_min","18341"
"ALKZHTCBNPMD7","pre_survey","2959","37323","50","2019-04-06 15:49:18.648990","dur_start_sec","18341"
"ALKZHTCBNPMD7","pre_survey","2959","37324","10","2019-04-06 15:49:18.682349","dur_end_min","18341"
"ALKZHTCBNPMD7","pre_survey","2959","37325","05","2019-04-06 15:49:18.732709","dur_end_sec","18341"
"ALKZHTCBNPMD7","pre_survey","2959","37326","3","2019-04-06 15:49:18.766040","worker_years","18341"
"ALKZHTCBNPMD7","pre_survey","2959","37327","7","2019-04-06 15:49:18.799457","worker_hours","18341"
"A2BZB5DH7Y9JVG","pre_survey","2959","23278","yes","2019-04-06 15:35:37.375305","dur_pref","18342"
"A2BZB5DH7Y9JVG","pre_survey","2959","23279","35","2019-04-06 15:35:37.429339","dur_start_min","18342"
"A2BZB5DH7Y9JVG","pre_survey","2959","23280","60","2019-04-06 15:35:37.479514","dur_start_sec","18342"
"A2BZB5DH7Y9JVG","pre_survey","2959","23281","45","2019-04-06 15:35:37.513126","dur_end_min","18342"
"A2BZB5DH7Y9JVG","pre_survey","2959","23283","40","2019-04-06 15:35:37.563363","dur_end_sec","18342"
"A2BZB5DH7Y9JVG","pre_survey","2959","23285","1","2019-04-06 15:35:37.617057","worker_years","18342"
"A2BZB5DH7Y9JVG","pre_survey","2959","23287","10","2019-04-06 15:35:37.663725","worker_hours","18342"
"A2X1NEG8QWQOO6","pre_survey","2959","39875","yes","2019-04-06 15:54:55.443448","dur_pref","18343"
"A2X1NEG8QWQOO6","pre_survey","2959","39876","5","2019-04-06 15:54:55.476410","dur_start_min","18343"
"A2X1NEG8QWQOO6","pre_survey","2959","39877","00","2019-04-06 15:54:55.509841","dur_start_sec","18343"
"A2X1NEG8QWQOO6","pre_survey","2959","39878","8","2019-04-06 15:54:55.543209","dur_end_min","18343"
"A2X1NEG8QWQOO6","pre_survey","2959","39879","00","2019-04-06 15:54:55.578138","dur_end_sec","18343"
"A2X1NEG8QWQOO6","pre_survey","2959","39880","2","2019-04-06 15:54:55.610295","worker_years","18343"
"A2X1NEG8QWQOO6","pre_survey","2959","39882","7","2019-04-06 15:54:55.671374","worker_hours","18343"
"A39BE8IWST2EY6","pre_survey","2959","22531","yes","2019-04-06 15:34:08.978282","dur_pref","18344"
"A39BE8IWST2EY6","pre_survey","2959","22532","09","2019-04-06 15:34:09.011152","dur_start_min","18344"
"A39BE8IWST2EY6","pre_survey","2959","22534","0","2019-04-06 15:34:09.061286","dur_start_sec","18344"
"A39BE8IWST2EY6","pre_survey","2959","22536","10","2019-04-06 15:34:09.111536","dur_end_min","18344"
"A39BE8IWST2EY6","pre_survey","2959","22538","0","2019-04-06 15:34:09.161793","dur_end_sec","18344"
"A39BE8IWST2EY6","pre_survey","2959","22539","4","2019-04-06 15:34:09.229134","worker_years","18344"
"A39BE8IWST2EY6","pre_survey","2959","22540","7","2019-04-06 15:34:09.262487","worker_hours","18344"
"A3CVY8G619MGTI","pre_survey","2959","22616","no","2019-04-06 15:34:27.337612","dur_pref","18345"
"A3CVY8G619MGTI","pre_survey","2959","22617",,"2019-04-06 15:34:27.370949","dur_start_min","18345"
"A3CVY8G619MGTI","pre_survey","2959","22618",,"2019-04-06 15:34:27.404569","dur_start_sec","18345"
"A3CVY8G619MGTI","pre_survey","2959","22619",,"2019-04-06 15:34:27.446371","dur_end_min","18345"
"A3CVY8G619MGTI","pre_survey","2959","22620",,"2019-04-06 15:34:27.479726","dur_end_sec","18345"
"A3CVY8G619MGTI","pre_survey","2959","22621","5","2019-04-06 15:34:27.513273","worker_years","18345"
"A3CVY8G619MGTI","pre_survey","2959","22622","4","2019-04-06 15:34:27.546371","worker_hours","18345"
"A18EWG6CNKAO2J","pre_survey","2959","30645","yes","2019-04-06 15:40:30.798646","dur_pref","18346"
"A18EWG6CNKAO2J","pre_survey","2959","30648","5","2019-04-06 15:40:30.873339","dur_start_min","18346"
"A18EWG6CNKAO2J","pre_survey","2959","30651","00","2019-04-06 15:40:30.948857","dur_start_sec","18346"
"A18EWG6CNKAO2J","pre_survey","2959","30653","30","2019-04-06 15:40:31.015747","dur_end_min","18346"
"A18EWG6CNKAO2J","pre_survey","2959","30655","00","2019-04-06 15:40:31.082471","dur_end_sec","18346"
"A18EWG6CNKAO2J","pre_survey","2959","30656","3","2019-04-06 15:40:31.144137","worker_years","18346"
"A18EWG6CNKAO2J","pre_survey","2959","30657","8","2019-04-06 15:40:31.174846","worker_hours","18346"
"A2WWMDOUR0HL4Q","pre_survey","2959","22562","yes","2019-04-06 15:34:15.383889","dur_pref","18348"
"A2WWMDOUR0HL4Q","pre_survey","2959","22563","9","2019-04-06 15:34:15.450543","dur_start_min","18348"
"A2WWMDOUR0HL4Q","pre_survey","2959","22564","1","2019-04-06 15:34:15.483926","dur_start_sec","18348"
"A2WWMDOUR0HL4Q","pre_survey","2959","22565","10","2019-04-06 15:34:15.517392","dur_end_min","18348"
"A2WWMDOUR0HL4Q","pre_survey","2959","22566","1","2019-04-06 15:34:15.550833","dur_end_sec","18348"
"A2WWMDOUR0HL4Q","pre_survey","2959","22567","3","2019-04-06 15:34:15.584541","worker_years","18348"
"A2WWMDOUR0HL4Q","pre_survey","2959","22568","7","2019-04-06 15:34:15.618021","worker_hours","18348"
"AQ3KPKZ6UIYPF","pre_survey","2959","44375","yes","2019-04-06 19:28:24.663521","dur_pref","18349"
"AQ3KPKZ6UIYPF","pre_survey","2959","44376","10","2019-04-06 19:28:24.696072","dur_start_min","18349"
"AQ3KPKZ6UIYPF","pre_survey","2959","44377","00","2019-04-06 19:28:24.729532","dur_start_sec","18349"
"AQ3KPKZ6UIYPF","pre_survey","2959","44378","20","2019-04-06 19:28:24.763042","dur_end_min","18349"
"AQ3KPKZ6UIYPF","pre_survey","2959","44379","00","2019-04-06 19:28:24.796381","dur_end_sec","18349"
"AQ3KPKZ6UIYPF","pre_survey","2959","44380","5","2019-04-06 19:28:24.829844","worker_years","18349"
"AQ3KPKZ6UIYPF","pre_survey","2959","44381","8","2019-04-06 19:28:24.863255","worker_hours","18349"
"A2ZNOBR1582SW3","pre_survey","2959","22728","yes","2019-04-06 15:34:45.525090","dur_pref","18350"
"A2ZNOBR1582SW3","pre_survey","2959","22729","120","2019-04-06 15:34:45.591243","dur_start_min","18350"
"A2ZNOBR1582SW3","pre_survey","2959","22730","0","2019-04-06 15:34:45.624650","dur_start_sec","18350"
"A2ZNOBR1582SW3","pre_survey","2959","22731","60","2019-04-06 15:34:45.658041","dur_end_min","18350"
"A2ZNOBR1582SW3","pre_survey","2959","22732","0","2019-04-06 15:34:45.683047","dur_end_sec","18350"
"A2ZNOBR1582SW3","pre_survey","2959","22733","1","2019-04-06 15:34:45.752933","worker_years","18350"
"A2ZNOBR1582SW3","pre_survey","2959","22734","3","2019-04-06 15:34:45.784395","worker_hours","18350"
"A3LPZVG62RNVL8","pre_survey","2959","23838","no","2019-04-06 15:36:16.575314","dur_pref","18351"
"A3LPZVG62RNVL8","pre_survey","2959","23840","0","2019-04-06 15:36:16.641905","dur_start_min","18351"
"A3LPZVG62RNVL8","pre_survey","2959","23842","0","2019-04-06 15:36:16.708989","dur_start_sec","18351"
"A3LPZVG62RNVL8","pre_survey","2959","23844","0","2019-04-06 15:36:16.777800","dur_end_min","18351"
"A3LPZVG62RNVL8","pre_survey","2959","23845","0","2019-04-06 15:36:16.851101","dur_end_sec","18351"
"A3LPZVG62RNVL8","pre_survey","2959","23847","2","2019-04-06 15:36:16.962782","worker_years","18351"
"A3LPZVG62RNVL8","pre_survey","2959","23850","8","2019-04-06 15:36:17.026738","worker_hours","18351"
"A324REKUGOOXUT","pre_survey","2959","22555","yes","2019-04-06 15:34:15.124927","dur_pref","18352"
"A324REKUGOOXUT","pre_survey","2959","22556","10","2019-04-06 15:34:15.157754","dur_start_min","18352"
"A324REKUGOOXUT","pre_survey","2959","22557","1","2019-04-06 15:34:15.191194","dur_start_sec","18352"
"A324REKUGOOXUT","pre_survey","2959","22558","10","2019-04-06 15:34:15.224614","dur_end_min","18352"
"A324REKUGOOXUT","pre_survey","2959","22559","1","2019-04-06 15:34:15.258074","dur_end_sec","18352"
"A324REKUGOOXUT","pre_survey","2959","22560","2","2019-04-06 15:34:15.291533","worker_years","18352"
"A324REKUGOOXUT","pre_survey","2959","22561","7","2019-04-06 15:34:15.357453","worker_hours","18352"
"ABI7LAZ5192UL","pre_survey","2959","22594","yes","2019-04-06 15:34:23.408266","dur_pref","18353"
"ABI7LAZ5192UL","pre_survey","2959","22595","1","2019-04-06 15:34:23.449771","dur_start_min","18353"
"ABI7LAZ5192UL","pre_survey","2959","22596","1","2019-04-06 15:34:23.482999","dur_start_sec","18353"
"ABI7LAZ5192UL","pre_survey","2959","22597","5","2019-04-06 15:34:23.516376","dur_end_min","18353"
"ABI7LAZ5192UL","pre_survey","2959","22598","5","2019-04-06 15:34:23.549932","dur_end_sec","18353"
"ABI7LAZ5192UL","pre_survey","2959","22599","5","2019-04-06 15:34:23.583063","worker_years","18353"
"ABI7LAZ5192UL","pre_survey","2959","22600","8","2019-04-06 15:34:23.618366","worker_hours","18353"
"A13ZQUB0RP52KP","pre_survey","2959","31502","yes","2019-04-06 15:41:14.635000","dur_pref","18354"
"A13ZQUB0RP52KP","pre_survey","2959","31505","2","2019-04-06 15:41:14.698314","dur_start_min","18354"
"A13ZQUB0RP52KP","pre_survey","2959","31507","00","2019-04-06 15:41:14.765204","dur_start_sec","18354"
"A13ZQUB0RP52KP","pre_survey","2959","31509","10","2019-04-06 15:41:14.847875","dur_end_min","18354"
"A13ZQUB0RP52KP","pre_survey","2959","31512","00","2019-04-06 15:41:14.907500","dur_end_sec","18354"
"A13ZQUB0RP52KP","pre_survey","2959","31514","3","2019-04-06 15:41:14.976745","worker_years","18354"
"A13ZQUB0RP52KP","pre_survey","2959","31516","8","2019-04-06 15:41:15.043961","worker_hours","18354"
"A12MVC9R26VPZ4","pre_survey","2959","33648","no","2019-04-06 15:43:06.365125","dur_pref","18355"
"A12MVC9R26VPZ4","pre_survey","2959","33650",,"2019-04-06 15:43:06.421886","dur_start_min","18355"
"A12MVC9R26VPZ4","pre_survey","2959","33653",,"2019-04-06 15:43:06.472099","dur_start_sec","18355"
"A12MVC9R26VPZ4","pre_survey","2959","33656",,"2019-04-06 15:43:06.538885","dur_end_min","18355"
"A12MVC9R26VPZ4","pre_survey","2959","33658",,"2019-04-06 15:43:06.606256","dur_end_sec","18355"
"A12MVC9R26VPZ4","pre_survey","2959","33659","5","2019-04-06 15:43:06.672825","worker_years","18355"
"A12MVC9R26VPZ4","pre_survey","2959","33660","7","2019-04-06 15:43:06.739693","worker_hours","18355"
"ADX8Y4UXA4IDA","pre_survey","2959","22829","yes","2019-04-06 15:35:00.549692","dur_pref","18356"
"ADX8Y4UXA4IDA","pre_survey","2959","22831","4","2019-04-06 15:35:00.619465","dur_start_min","18356"
"ADX8Y4UXA4IDA","pre_survey","2959","22833","2","2019-04-06 15:35:00.683148","dur_start_sec","18356"
"ADX8Y4UXA4IDA","pre_survey","2959","22834","2","2019-04-06 15:35:00.758553","dur_end_min","18356"
"ADX8Y4UXA4IDA","pre_survey","2959","22836","2","2019-04-06 15:35:00.825571","dur_end_sec","18356"
"ADX8Y4UXA4IDA","pre_survey","2959","22839","010","2019-04-06 15:35:00.892558","worker_years","18356"
"ADX8Y4UXA4IDA","pre_survey","2959","22842","8","2019-04-06 15:35:00.959555","worker_hours","18356"
"A1WZ7YAPM1K559","pre_survey","2959","24142","no","2019-04-06 15:36:34.282355","dur_pref","18357"
"A1WZ7YAPM1K559","pre_survey","2959","24143","no","2019-04-06 15:36:34.308828","dur_pref","18357"
"A1WZ7YAPM1K559","pre_survey","2959","24144",,"2019-04-06 15:36:34.332246","dur_start_min","18357"
"A1WZ7YAPM1K559","pre_survey","2959","24145",,"2019-04-06 15:36:34.365717","dur_start_min","18357"
"A1WZ7YAPM1K559","pre_survey","2959","24146",,"2019-04-06 15:36:34.399246","dur_start_sec","18357"
"A1WZ7YAPM1K559","pre_survey","2959","24147",,"2019-04-06 15:36:34.441637","dur_start_sec","18357"
"A1WZ7YAPM1K559","pre_survey","2959","24148",,"2019-04-06 15:36:34.474526","dur_end_min","18357"
"A1WZ7YAPM1K559","pre_survey","2959","24149",,"2019-04-06 15:36:34.508020","dur_end_min","18357"
"A1WZ7YAPM1K559","pre_survey","2959","24151",,"2019-04-06 15:36:34.541375","dur_end_sec","18357"
"A1WZ7YAPM1K559","pre_survey","2959","24152",,"2019-04-06 15:36:34.577899","dur_end_sec","18357"
"A1WZ7YAPM1K559","pre_survey","2959","24155","1","2019-04-06 15:36:34.608237","worker_years","18357"
