"mturk_worker_id","template_name","nanotask_id","id","value","time_created","name","ticket_id"
"A3LRZX8477TYYZ","pre_survey","1648","12489",,"2019-04-05 12:53:13.250441","dur_end_min","10230"
"A3LRZX8477TYYZ","pre_survey","1648","12490",,"2019-04-05 12:53:13.275522","dur_end_sec","10230"
"A3LRZX8477TYYZ","pre_survey","1648","12491","3","2019-04-05 12:53:13.300643","worker_years","10230"
"A3LRZX8477TYYZ","pre_survey","1648","12492","6","2019-04-05 12:53:13.325849","worker_hours","10230"
"A1IMRSDQ7RO9US","pre_survey","1649","14112","yes","2019-04-05 13:03:21.563083","dur_pref","10237"
"A1IMRSDQ7RO9US","pre_survey","1649","14113","120","2019-04-05 13:03:21.596108","dur_start_min","10237"
"A1IMRSDQ7RO9US","pre_survey","1649","14114","00","2019-04-05 13:03:21.629627","dur_start_sec","10237"
"A1IMRSDQ7RO9US","pre_survey","1649","14115","60","2019-04-05 13:03:21.662968","dur_end_min","10237"
"A1IMRSDQ7RO9US","pre_survey","1649","14116","00","2019-04-05 13:03:21.696276","dur_end_sec","10237"
"A1IMRSDQ7RO9US","pre_survey","1649","14117","4","2019-04-05 13:03:21.729978","worker_years","10237"
"A1IMRSDQ7RO9US","pre_survey","1649","14118","12","2019-04-05 13:03:21.763530","worker_hours","10237"
"A1JS6T809ORXEF","pre_survey","1649","13004","no","2019-04-05 12:58:00.972388","dur_pref","10239"
"A1JS6T809ORXEF","pre_survey","1649","13005","0","2019-04-05 12:58:01.005386","dur_start_min","10239"
"A1JS6T809ORXEF","pre_survey","1649","13006",,"2019-04-05 12:58:01.038945","dur_start_sec","10239"
"A1JS6T809ORXEF","pre_survey","1649","13007",,"2019-04-05 12:58:01.072244","dur_end_min","10239"
"A1JS6T809ORXEF","pre_survey","1649","13008",,"2019-04-05 12:58:01.105716","dur_end_sec","10239"
"A1JS6T809ORXEF","pre_survey","1649","13009","1","2019-04-05 12:58:01.139172","worker_years","10239"
"A1JS6T809ORXEF","pre_survey","1649","13010","6","2019-04-05 12:58:01.206153","worker_hours","10239"
"A1E8X6IHTIN1AT","pre_survey","1649","12087","yes","2019-04-05 01:32:34.316360","dur_pref","10241"
"A1E8X6IHTIN1AT","pre_survey","1649","12088","10","2019-04-05 01:32:34.348747","dur_start_min","10241"
